app_name,vuln_name,vuln_desc,severity,grade,app_context
paymentsmanagement.dockerpregl.k9s.omnitest.corpnet.pl/,Clickjacking: X-Frame-Options header missing,"Description: Clickjacking (User Interface redress attack, UI redress attack, UI redressing) is a malicious technique of tricking a Web user into clicking on something different from what the user perceives they are clicking on, thus potentially revealing confidential information or taking control of their computer while clicking on seemingly innocuous web pages. <br/><br/>The server didn't return an <strong>X-Frame-Options</strong> header which means that this website could be at risk of a clickjacking attack. The X-Frame-Options HTTP response header can be used to indicate whether or not a browser should be allowed to render a page inside a frame or iframe. Sites can use this to avoid clickjacking attacks, by ensuring that their content is not embedded into other sites.Impact: The impact depends on the affected web application. Request: GET / HTTP/1.1Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8Accept-Encoding: gzip,deflateHost: paymentsmanagement.dockerpregl.k9s.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36Connection: Keep-alive: ",Low,0,type webapp client employe domain LANWANCPDF0TP
paymentsmanagement.dockerpregl.k9s.omnitest.corpnet.pl/,Clickjacking: X-Frame-Options header missing,"Description: Clickjacking (User Interface redress attack, UI redress attack, UI redressing) is a malicious technique of tricking a Web user into clicking on something different from what the user perceives they are clicking on, thus potentially revealing confidential information or taking control of their computer while clicking on seemingly innocuous web pages. <br/><br/>The server didn't return an <strong>X-Frame-Options</strong> header which means that this website could be at risk of a clickjacking attack. The X-Frame-Options HTTP response header can be used to indicate whether or not a browser should be allowed to render a page inside a frame or iframe. Sites can use this to avoid clickjacking attacks, by ensuring that their content is not embedded into other sites.Impact: The impact depends on the affected web application. Request: GET / HTTP/1.1Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8Accept-Encoding: gzip,deflateHost: paymentsmanagement.dockerpregl.k9s.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36Connection: Keep-alive: ",Low,0,type webapp client employe domain LANWANCPDF0TP
complaint.dockerpregl.k9s.omnitest.corpnet.pl/,Clickjacking: X-Frame-Options header missing,"Description: Clickjacking (User Interface redress attack, UI redress attack, UI redressing) is a malicious technique of tricking a Web user into clicking on something different from what the user perceives they are clicking on, thus potentially revealing confidential information or taking control of their computer while clicking on seemingly innocuous web pages. <br/><br/>The server didn't return an <strong>X-Frame-Options</strong> header which means that this website could be at risk of a clickjacking attack. The X-Frame-Options HTTP response header can be used to indicate whether or not a browser should be allowed to render a page inside a frame or iframe. Sites can use this to avoid clickjacking attacks, by ensuring that their content is not embedded into other sites.Impact: The impact depends on the affected web application. Request: GET / HTTP/1.1Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8Accept-Encoding: gzip,deflateHost: complaint.dockerpregl.k9s.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36Connection: Keep-alive: ",Low,0,type webapp client employe domain LANWANCPDF0TP
paymentsmanagement.dockerpregl.k9s.omnitest.corpnet.pl/,Clickjacking: X-Frame-Options header missing,"Description: Clickjacking (User Interface redress attack, UI redress attack, UI redressing) is a malicious technique of tricking a Web user into clicking on something different from what the user perceives they are clicking on, thus potentially revealing confidential information or taking control of their computer while clicking on seemingly innocuous web pages. <br/><br/>The server didn't return an <strong>X-Frame-Options</strong> header which means that this website could be at risk of a clickjacking attack. The X-Frame-Options HTTP response header can be used to indicate whether or not a browser should be allowed to render a page inside a frame or iframe. Sites can use this to avoid clickjacking attacks, by ensuring that their content is not embedded into other sites.Impact: The impact depends on the affected web application. Request: GET / HTTP/1.1Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8Accept-Encoding: gzip,deflateHost: paymentsmanagement.dockerpregl.k9s.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36Connection: Keep-alive: ",Low,0,type webapp client employe domain LANWANCPDF0TP
dev-mxx.dopapp.pl/,Clickjacking: X-Frame-Options header missing,"Description: Clickjacking (User Interface redress attack, UI redress attack, UI redressing) is a malicious technique of tricking a Web user into clicking on something different from what the user perceives they are clicking on, thus potentially revealing confidential information or taking control of their computer while clicking on seemingly innocuous web pages. <br/><br/>The server didn't return an <strong>X-Frame-Options</strong> header which means that this website could be at risk of a clickjacking attack. The X-Frame-Options HTTP response header can be used to indicate whether or not a browser should be allowed to render a page inside a frame or iframe. Sites can use this to avoid clickjacking attacks, by ensuring that their content is not embedded into other sites.Impact: The impact depends on the affected web application. Request: GET / HTTP/1.1Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8Accept-Encoding: gzip,deflateHost: dev-mxx.dopapp.plUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36Proxy-Connection: Keep-aliveContent-Type: application/jsonAuthorization: Basic YXBpdXNlcjpBbGFtYWtvdGExX-Api-Key: xkOg1WR2QmDanhNZjR5B6SPdGltZxc0v",Low,0,type webapp client customer domain Internet
dev-mxx.dopapp.pl/,Clickjacking: X-Frame-Options header missing,"Description: Clickjacking (User Interface redress attack, UI redress attack, UI redressing) is a malicious technique of tricking a Web user into clicking on something different from what the user perceives they are clicking on, thus potentially revealing confidential information or taking control of their computer while clicking on seemingly innocuous web pages. <br/><br/>The server didn't return an <strong>X-Frame-Options</strong> header which means that this website could be at risk of a clickjacking attack. The X-Frame-Options HTTP response header can be used to indicate whether or not a browser should be allowed to render a page inside a frame or iframe. Sites can use this to avoid clickjacking attacks, by ensuring that their content is not embedded into other sites.Impact: The impact depends on the affected web application. Request: GET / HTTP/1.1Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8Accept-Encoding: gzip,deflateHost: dev-mxx.dopapp.plUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36Proxy-Connection: Keep-aliveContent-Type: application/jsonX-Api-Key: xkOg1WR2QmDanhNZjR5B6SPdGltZxc0vAuthorization: Basic YXBpdXNlcjpBbGFtYWtvdGEx",Low,0,type webapp client customer domain Internet
126.185.38.9/,Unencrypted communications,Empty,Low,1,type webapp client employe domain LANWANCPDF0TP
glkldjgckk.execute-api.eu-central-1.amazonaws.com/,Clickjacking: X-Frame-Options header missing,"Description: Clickjacking (User Interface redress attack, UI redress attack, UI redressing) is a malicious technique of tricking a Web user into clicking on something different from what the user perceives they are clicking on, thus potentially revealing confidential information or taking control of their computer while clicking on seemingly innocuous web pages. <br/><br/>The server didn't return an <strong>X-Frame-Options</strong> header which means that this website could be at risk of a clickjacking attack. The X-Frame-Options HTTP response header can be used to indicate whether or not a browser should be allowed to render a page inside a frame or iframe. Sites can use this to avoid clickjacking attacks, by ensuring that their content is not embedded into other sites.Impact: The impact depends on the affected web application. Request: GET / HTTP/1.1Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8Accept-Encoding: gzip,deflateHost: glkldjgckk.execute-api.eu-central-1.amazonaws.comUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36Proxy-Connection: Keep-aliveContent-Type: application/json",Low,0,type webapp client customer domain Internet
int-internal-gateway.dopapp.pl/,Clickjacking: X-Frame-Options header missing,"Description: Clickjacking (User Interface redress attack, UI redress attack, UI redressing) is a malicious technique of tricking a Web user into clicking on something different from what the user perceives they are clicking on, thus potentially revealing confidential information or taking control of their computer while clicking on seemingly innocuous web pages. <br/><br/>The server didn't return an <strong>X-Frame-Options</strong> header which means that this website could be at risk of a clickjacking attack. The X-Frame-Options HTTP response header can be used to indicate whether or not a browser should be allowed to render a page inside a frame or iframe. Sites can use this to avoid clickjacking attacks, by ensuring that their content is not embedded into other sites.Impact: The impact depends on the affected web application. Request: GET / HTTP/1.1Authorization: Basic YW5hbHl0aWNzOmEtLXI5N0UyJWJ9LCNaPUAKAccept: */*Accept-Encoding: gzip,deflateHost: int-internal-gateway.dopapp.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21Proxy-Connection: keep-aliveContent-Type: application/jsonapikey: b8c9074d-36ae-4a1d-a8c9-c38b54bb1cf8",Low,0,type webapp client customer domain Internet
int-internal-gateway.dopapp.pl/,Clickjacking: X-Frame-Options header missing,"Description: Clickjacking (User Interface redress attack, UI redress attack, UI redressing) is a malicious technique of tricking a Web user into clicking on something different from what the user perceives they are clicking on, thus potentially revealing confidential information or taking control of their computer while clicking on seemingly innocuous web pages. <br/><br/>The server didn't return an <strong>X-Frame-Options</strong> header which means that this website could be at risk of a clickjacking attack. The X-Frame-Options HTTP response header can be used to indicate whether or not a browser should be allowed to render a page inside a frame or iframe. Sites can use this to avoid clickjacking attacks, by ensuring that their content is not embedded into other sites.Impact: The impact depends on the affected web application. Request: GET / HTTP/1.1Authorization: Basic YW5hbHl0aWNzOmEtLXI5N0UyJWJ9LCNaPUAKAccept: */*Accept-Encoding: gzip,deflateHost: int-internal-gateway.dopapp.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21Proxy-Connection: keep-aliveContent-Type: application/jsonapikey: b8c9074d-36ae-4a1d-a8c9-c38b54bb1cf8",Low,0,type webapp client customer domain Internet
saleslan.tr.omnitest.corpnet.pl/,Clickjacking: X-Frame-Options header missing,"Description: Clickjacking (User Interface redress attack, UI redress attack, UI redressing) is a malicious technique of tricking a Web user into clicking on something different from what the user perceives they are clicking on, thus potentially revealing confidential information or taking control of their computer while clicking on seemingly innocuous web pages. <br/><br/>The server didn't return an <strong>X-Frame-Options</strong> header which means that this website could be at risk of a clickjacking attack. The X-Frame-Options HTTP response header can be used to indicate whether or not a browser should be allowed to render a page inside a frame or iframe. Sites can use this to avoid clickjacking attacks, by ensuring that their content is not embedded into other sites.Impact: The impact depends on the affected web application. Request: GET / HTTP/1.1Connection: keep-aliveAccept: */*Accept-Encoding: gzip,deflateHost: saleslan.tr.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21",Low,0,type webapp client employe domain LANWANCPDF0TP
ssolan.tr.omnitest.corpnet.pl/,Clickjacking: X-Frame-Options header missing,"Description: Clickjacking (User Interface redress attack, UI redress attack, UI redressing) is a malicious technique of tricking a Web user into clicking on something different from what the user perceives they are clicking on, thus potentially revealing confidential information or taking control of their computer while clicking on seemingly innocuous web pages. <br/><br/>The server didn't return an <strong>X-Frame-Options</strong> header which means that this website could be at risk of a clickjacking attack. The X-Frame-Options HTTP response header can be used to indicate whether or not a browser should be allowed to render a page inside a frame or iframe. Sites can use this to avoid clickjacking attacks, by ensuring that their content is not embedded into other sites.Impact: The impact depends on the affected web application. Request: GET / HTTP/1.1Connection: keep-aliveCookie: onlineCookie=EMPTY_mySCookie;JSESSIONID=1FB5EB78EE89614D342C2031D676470C;OCID=trueAccept: */*Accept-Encoding: gzip,deflateHost: ssolan.tr.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21mySCookie: EMPTY_mySCookie",Low,0,type webapp client employe domain LANWANCPDF0TP
saleslan.tr.omnitest.corpnet.pl/,Clickjacking: X-Frame-Options header missing,"Description: Clickjacking (User Interface redress attack, UI redress attack, UI redressing) is a malicious technique of tricking a Web user into clicking on something different from what the user perceives they are clicking on, thus potentially revealing confidential information or taking control of their computer while clicking on seemingly innocuous web pages. <br/><br/>The server didn't return an <strong>X-Frame-Options</strong> header which means that this website could be at risk of a clickjacking attack. The X-Frame-Options HTTP response header can be used to indicate whether or not a browser should be allowed to render a page inside a frame or iframe. Sites can use this to avoid clickjacking attacks, by ensuring that their content is not embedded into other sites.Impact: The impact depends on the affected web application. Request: GET / HTTP/1.1Connection: keep-aliveAccept: */*Accept-Encoding: gzip,deflateHost: saleslan.tr.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21",Low,0,type webapp client employe domain LANWANCPDF0TP
saleslan.tr.omnitest.corpnet.pl/,Clickjacking: X-Frame-Options header missing,"Description: Clickjacking (User Interface redress attack, UI redress attack, UI redressing) is a malicious technique of tricking a Web user into clicking on something different from what the user perceives they are clicking on, thus potentially revealing confidential information or taking control of their computer while clicking on seemingly innocuous web pages. <br/><br/>The server didn't return an <strong>X-Frame-Options</strong> header which means that this website could be at risk of a clickjacking attack. The X-Frame-Options HTTP response header can be used to indicate whether or not a browser should be allowed to render a page inside a frame or iframe. Sites can use this to avoid clickjacking attacks, by ensuring that their content is not embedded into other sites.Impact: The impact depends on the affected web application. Request: GET / HTTP/1.1Connection: keep-aliveAccept: */*Accept-Encoding: gzip,deflateHost: saleslan.tr.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21-: 1585260571569",Low,0,type webapp client employe domain LANWANCPDF0TP
saleslan.tr.omnitest.corpnet.pl/,Clickjacking: X-Frame-Options header missing,"Description: Clickjacking (User Interface redress attack, UI redress attack, UI redressing) is a malicious technique of tricking a Web user into clicking on something different from what the user perceives they are clicking on, thus potentially revealing confidential information or taking control of their computer while clicking on seemingly innocuous web pages. <br/><br/>The server didn't return an <strong>X-Frame-Options</strong> header which means that this website could be at risk of a clickjacking attack. The X-Frame-Options HTTP response header can be used to indicate whether or not a browser should be allowed to render a page inside a frame or iframe. Sites can use this to avoid clickjacking attacks, by ensuring that their content is not embedded into other sites.Impact: The impact depends on the affected web application. Request: GET / HTTP/1.1Connection: keep-aliveAccept: */*Accept-Encoding: gzip,deflateHost: saleslan.tr.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21mainIdentificationNumber: 88040146137",Low,0,type webapp client employe domain LANWANCPDF0TP
saleslan.tr.omnitest.corpnet.pl/,Clickjacking: X-Frame-Options header missing,"Description: Clickjacking (User Interface redress attack, UI redress attack, UI redressing) is a malicious technique of tricking a Web user into clicking on something different from what the user perceives they are clicking on, thus potentially revealing confidential information or taking control of their computer while clicking on seemingly innocuous web pages. <br/><br/>The server didn't return an <strong>X-Frame-Options</strong> header which means that this website could be at risk of a clickjacking attack. The X-Frame-Options HTTP response header can be used to indicate whether or not a browser should be allowed to render a page inside a frame or iframe. Sites can use this to avoid clickjacking attacks, by ensuring that their content is not embedded into other sites.Impact: The impact depends on the affected web application. Request: GET / HTTP/1.1Connection: keep-aliveAccept: */*Accept-Encoding: gzip,deflateHost: saleslan.tr.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21",Low,0,type webapp client employe domain LANWANCPDF0TP
saleslan.tr.omnitest.corpnet.pl/,Clickjacking: X-Frame-Options header missing,"Description: Clickjacking (User Interface redress attack, UI redress attack, UI redressing) is a malicious technique of tricking a Web user into clicking on something different from what the user perceives they are clicking on, thus potentially revealing confidential information or taking control of their computer while clicking on seemingly innocuous web pages. <br/><br/>The server didn't return an <strong>X-Frame-Options</strong> header which means that this website could be at risk of a clickjacking attack. The X-Frame-Options HTTP response header can be used to indicate whether or not a browser should be allowed to render a page inside a frame or iframe. Sites can use this to avoid clickjacking attacks, by ensuring that their content is not embedded into other sites.Impact: The impact depends on the affected web application. Request: GET / HTTP/1.1Connection: keep-aliveAccept: */*Accept-Encoding: gzip,deflateHost: saleslan.tr.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21-: 1585260539324",Low,0,type webapp client employe domain LANWANCPDF0TP
